Comentario;sentiment
O mouse recém-comprado não está funcionando bem e eu preciso de suporte para resolver a questão.;Negativo
O mouse recém-comprado não está funcionando bem e eu preciso de um novo para substituir o atual.;Negativo
O mouse solicitado chegou com defeito.;Negativo
O nível de desorganização foi impressionante. Demoraram demais para concluir e ninguém se preocupou em manter uma comunicação adequada.;Negativo
O nobreak está com problemas frequentes e precisa de atenção.;Negativo
O nobreak está com um problema de funcionamento que precisa ser resolvido.;Negativo
O nobreak está com um problema recorrente que precisa ser solucionado.;Negativo
O nobreak fornecido apresenta um ruído constante.;Negativo
O nobreak fornecido está com um problema de bateria.;Negativo
O nobreak fornecido parece estar falhando frequentemente.;Negativo
O nobreak tá dando umas quedas, preciso de uma solução rápida.;Negativo
O notebook apresenta lentidão nas tarefas mais básicas.;Negativo
O notebook está super lento e constantemente travando.;Negativo
O novo celular está apresentando problemas de desempenho.;Negativo
O novo computador apresenta problemas frequentes de sobreaquecimento e desliga sozinho.;Negativo
O novo computador está apresentando alguns problemas de desempenho.;Negativo
O novo computador está apresentando problemas de desempenho.;Negativo
O novo computador está com problemas de desempenho e superaquecimento.;Negativo
O novo computador está com problemas de desempenho e trava com frequência.;Negativo
O novo computador está com problemas de desempenho que precisam ser solucionados.;Negativo
O novo computador está com problemas de desempenho.;Negativo
O novo computador está com problemas em termos de desempenho e precisa de ajustes.;Negativo
O novo computador está com problemas no desempenho e precisa ser revisado para melhorar a performance.;Negativo
O novo computador não está desempenhando como esperado e está com alguns problemas.;Negativo
O novo computador não está funcionando tão bem quanto deveria, com alguns problemas de desempenho.;Negativo
O novo computador tem problemas de aquecimento e o desempenho é muito abaixo do esperado.;Negativo
O novo laptop chegou com vários problemas de configuração e o suporte foi lento para ajudar.;Negativo
O novo laptop está apresentando vários problemas e o desempenho é abaixo do esperado.;Negativo
O novo laptop está aquecendo muito e a bateria não dura o tempo prometido.;Negativo
O novo laptop está com problemas de configuração e o suporte técnico não conseguiu resolver.;Negativo
O novo monitor tem uma resolução baixa e não é adequado para tarefas de design.;Negativo
O novo mouse apresenta falhas e precisa ser trocado para resolver os problemas.;Negativo
O novo mouse apresentou alguns problemas ao chegar e necessita ser substituído.;Negativo
O novo mouse chegou com alguns problemas e precisa de substituição.;Negativo
O novo mouse chegou com alguns problemas e preciso de substituição.;Negativo
O novo mouse chegou com defeitos e precisa ser substituído para que eu possa usá-lo.;Negativo
O novo mouse chegou com falhas e eu preciso de um substituto.;Negativo
O novo mouse chegou com problemas e eu necessito de uma troca para obter um substituto adequado.;Negativo
O novo mouse chegou com problemas e precisa ser substituído.;Negativo
O novo mouse está apresentando problemas e eu preciso de assistência.;Negativo
O novo mouse está com alguns problemas e eu preciso de suporte para resolver.;Negativo
O novo mouse está com alguns problemas e preciso de ajuda para solucionar a questão.;Negativo
O novo mouse está com defeitos e eu preciso de um substituto.;Negativo
O novo mouse está com defeitos e precisa ser substituído.;Negativo
O novo mouse está com dificuldades e precisa ser trocado.;Negativo
O novo mouse está com falhas e eu preciso de assistência para resolver.;Negativo
O novo mouse está com problemas e precisa de substituição.;Negativo
O novo mouse está com problemas e preciso de ajuda para resolver.;Negativo
O novo mouse está com um desempenho abaixo do esperado e preciso de suporte.;Negativo
O novo mouse está enfrentando alguns problemas e eu preciso de assistência.;Negativo
O novo mouse está enfrentando problemas e eu preciso de um substituto.;Negativo
O novo mouse tá apresentando alguns problemas, preciso de ajuda.;Negativo
O novo mouse tá com problemas e preciso de assistência.;Negativo
O novo mouse tem alguns problemas e precisa ser trocado.;Negativo
O novo mouse tem falhas e eu preciso que ele seja trocado por um novo.;Negativo
O novo mouse tem um desempenho abaixo do esperado e preciso de ajuda.;Negativo
O novo mouse tem um desempenho instável e não é preciso.;Negativo
O novo mouse veio com alguns problemas e requer substituição para que eu possa utilizá-lo adequadamente.;Negativo
O novo mouse veio com falhas e precisa ser substituído.;Negativo
O novo roteador está com problemas de conexão e a rede está muito instável.;Negativo
O novo roteador está com problemas de sinal e a conexão de internet está instável.;Negativo
O novo roteador tem um sinal fraco e a conexão de internet está constantemente caindo.;Negativo
O novo scanner está com problemas de calibração e não está capturando as imagens corretamente.;Negativo
O novo scanner está com uma qualidade de imagem muito baixa e não serve para o trabalho.;Negativo
O novo scanner está falhando frequentemente e não está capturando imagens com qualidade.;Negativo
O novo scanner não está capturando imagens com a qualidade necessária e é frustrante.;Negativo
O novo scanner não está funcionando bem e a qualidade da imagem está comprometida.;Negativo
O novo sistema de backup está falhando frequentemente e não pode ser confiável.;Negativo
O novo sistema de e-mail está gerando muitos erros e não envia mensagens corretamente.;Negativo
O novo sistema de gerenciamento de projetos está causando vários erros e não é útil.;Negativo
O novo sistema de gestão de projetos está travando frequentemente e não é confiável.;Negativo
O novo sistema de gestão de projetos tem várias falhas e não atende às necessidades da equipe.;Negativo
O novo sistema de segurança é instável e está falhando frequentemente.;Negativo
O novo sistema de segurança está apresentando falhas e não parece seguro.;Negativo
O novo software de colaboração tem muitos bugs e não é confiável para o trabalho em equipe.;Negativo
O novo software de CRM está cheio de problemas e não é intuitivo.;Negativo
O novo software de CRM tem muitos bugs e não é intuitivo.;Negativo
O novo software de e-mail é lento e não envia mensagens como deveria.;Negativo
O novo software de e-mail está com muitos problemas e não é funcional.;Negativo
O novo software de e-mail está gerando muitos erros e não está enviando mensagens corretamente.;Negativo
O novo software de gerenciamento de documentos está cheio de erros e é difícil de usar.;Negativo
O novo software de gerenciamento de projetos está cheio de falhas e não é fácil de usar.;Negativo
O novo software de segurança está apresentando erros e não é confiável.;Negativo
O novo software é lento e não é amigável.;Negativo
O novo teclado está com teclas que não respondem e é muito desconfortável de usar.;Negativo
O novo teclado tem uma sensação ruim ao digitar e algumas teclas não respondem.;Negativo
O problema com o sistema de gerenciamento de projetos não foi completamente resolvido pela equipe de TI. O suporte foi lento e a solução oferecida não eliminou o problema, gerando vários transtornos.;Negativo
O problema com o software persiste e o suporte técnico não conseguiu resolver a situação.;Negativo
O problema crítico com o software de contabilidade não foi totalmente resolvido pela equipe de TI. O suporte foi lento em sua resposta e a solução oferecida não resolveu completamente a questão.;Negativo
O problema de contabilidade foi tratado de maneira insatisfatória e a equipe não foi eficiente na comunicação.;Negativo
O problema no software persiste e o suporte técnico não conseguiu resolver.;Negativo
O problema retornou logo após a visita do técnico.;Negativo
O processamento das novas contas de usuário foi mal administrado. A equipe demorou e a comunicação falhou, levando a uma significativa frustração dos usuários.;Negativo
O processo de atualização foi extremamente frustrante. A equipe se arrastou para concluir e não ofereceu nenhuma explicação decente.;Negativo
O processo de atualização foi simplesmente caótico. A equipe demorou absurdamente e a falta de comunicação foi inaceitável.;Negativo
O processo de criação de uma nova conta de usuário foi excessivamente demorado. Houve dificuldades com a configuração dos acessos e a equipe de suporte não manteve uma comunicação ativa sobre o progresso.;Negativo
O processo de gestão da atualização de hardware foi deficiente, resultando em falhas no novo equipamento e uma resposta lenta do suporte para resolver os problemas.;Negativo
O processo de instalação de novos softwares foi mal administrado. A equipe levou muito tempo para concluir e a falta de comunicação sobre o progresso causou atrasos.;Negativo
O processo de instalação de novos softwares foi mal administrado. A equipe levou muito tempo para concluir e não forneceu atualizações, resultando em atrasos no trabalho.;Negativo
O processo de solicitação de um novo dispositivo foi muito demorado.;Negativo
O processo de substituição de hardware foi mal executado. O novo computador apresentou problemas logo após a instalação e o suporte demorou para resolver as questões.;Negativo
O processo de suporte para problemas de hardware foi ineficaz. O técnico demorou para diagnosticar o problema e a solução final foi apenas temporária.;Negativo
O processo foi caótico do início ao fim. A equipe foi lenta e a falta de comunicação causou transtornos desnecessários.;Negativo
O processo foi vergonhoso. A demora foi ridícula e a comunicação inexistente, criando um caos completo.;Negativo
O produto chegou com problemas na configuração e precisa ser corrigido.;Negativo
O programa não é amigável e tem diversos bugs.;Negativo
O programa não é fácil de operar e frequentemente tem erros.;Negativo
O serviço de internet está apresentando muitas quedas.;Negativo
O serviço de suporte para a rede local foi insatisfatório, com lentidão e má comunicação.;Negativo
O serviço oferecido foi ruim e o produto não funcionou adequadamente, afetando negativamente a experiência.;Negativo
O serviço prestado foi ruim e o produto não atendeu às expectativas. O desempenho foi abaixo do esperado.;Negativo
O sistema de backup está falhando frequentemente e não está garantindo a segurança dos dados.;Negativo
O sistema de controle de acesso está falhando e não está protegendo adequadamente.;Negativo
O sistema de controle de acesso não está funcionando corretamente e está gerando preocupações de segurança.;Negativo
O sistema de CRM está cheio de erros e não é confiável.;Negativo
O sistema de gerenciamento de rede está falhando frequentemente e causando interrupções.;Negativo
O sistema de videoconferência é instável e frequentemente cai durante as reuniões.;Negativo
O sistema é difícil de entender e apresenta diversos erros.;Negativo
O sistema é pouco intuitivo e está repleto de falhas.;Negativo
O software ainda apresenta erros e o suporte técnico não conseguiu resolver o problema.;Negativo
O software ainda apresenta erros e o suporte técnico não resolveu nada. Estou bem frustrado.;Negativo
O software ainda apresenta falhas e o suporte técnico não conseguiu resolver o problema de forma satisfatória.;Negativo
O software ainda está apresentando problemas e o suporte técnico não conseguiu solucionar a questão.;Negativo
O software ainda tem erros e o suporte técnico não conseguiu resolver. Estou bem frustrado.;Negativo
O software ainda tem erros e o suporte técnico não conseguiu resolver. Frustrante.;Negativo
O software apresenta diversos erros e o suporte técnico não ajuda a resolver. A minha experiência foi muito ruim e o produto não vale o investimento.;Negativo
O software apresenta diversos problemas e o suporte técnico não foi útil. Não consegui resolver os erros e minha experiência foi insatisfatória.;Negativo
O software apresenta diversos problemas e o suporte técnico não oferece soluções eficazes. A experiência foi decepcionante e eu não recomendaria a ninguém.;Negativo
O software apresenta falhas e o suporte técnico não conseguiu resolver a situação. Estou muito frustrado com a compra e não recomendo este produto.;Negativo
O software apresenta grande instabilidade e muitos erros. Não é recomendável.;Negativo
O software apresenta instabilidade e diversos problemas. Não recomendo seu uso.;Negativo
O software apresenta muita instabilidade e causa diversos problemas. Não recomendo.;Negativo
O software apresenta muita instabilidade e uma série de erros. Não é uma boa escolha.;Negativo
O software apresenta muitas falhas e o suporte técnico não foi de grande ajuda. A experiência foi bastante negativa e eu não recomendaria este produto.;Negativo
O software apresenta muitos problemas e o suporte técnico não ajudou a resolvê-los. Minha experiência com o produto foi muito negativa.;Negativo
O software apresenta muitos problemas e o suporte técnico não ajudou a resolver. A experiência foi bastante frustrante e eu não recomendaria este produto.;Negativo
O software apresenta muitos problemas e o suporte técnico não dá conta de resolver. A experiência foi muito frustrante e eu não indicaria este produto.;Negativo
O software apresenta muitos problemas e o suporte técnico não faz a diferença. Minha experiência foi muito negativa e eu não indicaria este produto.;Negativo
O software apresenta muitos problemas e o suporte técnico não ofereceu suporte adequado. A experiência foi bastante negativa e eu não recomendaria este produto.;Negativo
O software apresenta sérios problemas de instabilidade e gera muitos inconvenientes. Não é recomendado.;Negativo
O software apresenta vários problemas e o suporte técnico não foi eficaz. A experiência foi frustrante e eu não recomendo este produto.;Negativo
O software apresentou falhas graves que comprometeram a minha produtividade. O suporte técnico foi ineficaz e a minha experiência com o produto foi extremamente negativa.;Negativo
O software continua apresentando erros e o suporte técnico falhou em resolver o problema.;Negativo
O software continua apresentando erros e o suporte técnico não resolveu o problema.;Negativo
O software continua apresentando falhas e o suporte técnico não está ajudando. Tive que reinstalar o programa várias vezes e, ainda assim, não consigo utilizar todas as funcionalidades que foram prometidas.;Negativo
O software continua com erros e o suporte técnico não conseguiu encontrar uma solução eficaz.;Negativo
O software continua com falhas e o suporte técnico não solucionou o problema.;Negativo
O software de contabilidade está com erros de cálculo e não é confiável.;Negativo
O software de contabilidade tem erros que comprometem a precisão dos relatórios.;Negativo
O software de edição de imagens está travando e causando perda de trabalho.;Negativo
O software de gestão de projetos tem muitos bugs e está causando dificuldades no trabalho.;Negativo
O software deixou a desejar e teve vários problemas. Não foi o que eu esperava.;Negativo
O software é altamente instável e apresenta erros frequentes. Não recomendo.;Negativo
O software é altamente instável e resulta em muitos problemas. Não vale a pena.;Negativo
O software é cheio de bugs e problemas técnicos. A experiência foi bastante frustrante e eu não recomendo este produto.;Negativo
O software é cheio de problemas e instável. Não recomendaria para ninguém.;Negativo
O software é cheio de problemas e o suporte técnico não é útil. Não consegui resolver os erros e minha experiência foi bastante negativa.;Negativo
O software é cheio de problemas e o suporte técnico não resolve nada. A experiência foi frustrante e eu não recomendo este produto para ninguém.;Negativo
O software é complicado de usar e está cheio de problemas. Não gostei nada.;Negativo
O software é complicado de usar e tem muitos problemas.;Negativo
O software é complicado e tem muitos problemas. Não estou satisfeito com esse novo tipo de sistema.;Negativo
O software é complicado e tem muitos problemas. Não estou satisfeito.;Negativo
O software é confuso e há muitos problemas a serem resolvidos.;Negativo
O software é difícil de usar e tem vários problemas. Não estou satisfeito.;Negativo
O software é extremamente complicado de usar e está cheio de erros. Eu esperava algo mais robusto e fácil de usar. Acabei frustrado com a experiência e não recomendo.;Negativo
O software é extremamente instável e apresenta diversos erros. Não é recomendável.;Negativo
O software é extremamente instável e apresenta uma série de erros. Não é uma boa escolha.;Negativo
O software é frustrante de usar e há várias falhas no sistema.;Negativo
O Software é horrível e apresenta problemas continuadamente.;Negativo
O software é instável e causa muitos problemas. Não recomendo.;Negativo
O software é instável e causa vários problemas. Não recomendo mesmo.;Negativo
O software é instável e causa vários problemas. Não recomendo.;Negativo
O software é instável e cheio de erros. Não recomendo de jeito nenhum.;Negativo
O software é instável e está cheio de erros. Não posso recomendar.;Negativo
O software é instável e está repleto de erros. Não sugiro que você use.;Negativo
O software é instável e está repleto de erros. Não vale a pena.;Negativo
O software é instável e gera muitos problemas. Não é recomendado.;Negativo
O software é instável e gera muitos problemas. Não posso recomendar.;Negativo
O software é instável e provoca inúmeros problemas. Não sugiro o uso.;Negativo
O software é muito complicado de usar e frequentemente trava. Não recomendo a compra, pois não vale o preço cobrado.;Negativo
O software é muito instável e apresenta muitos erros. Não recomendo.;Negativo
O software é muito instável e está cheio de erros, o que torna sua utilização insatisfatória. Não recomendo.;Negativo
O software é muito instável e está cheio de erros. Não recomendo.;Negativo
O software é problemático e instável, causando muitos problemas. Não recomendo.;Negativo
O software é problemático e o suporte técnico não foi eficiente. Não consegui corrigir os erros e minha experiência foi bastante negativa.;Negativo
O software é super instável e dá vários erros. Não recomendo.;Negativo
O software enfrenta diversos problemas e o suporte técnico não conseguiu solucionar. A experiência foi bastante frustrante e eu não recomendaria este produto.;Negativo
O software está cheio de bugs e falhas. As atualizações prometidas não foram entregues e o suporte técnico não resolveu nada. Uma verdadeira decepção.;Negativo
O software está cheio de bugs e não atende às minhas necessidades.;Negativo
O software está cheio de erros e o suporte técnico não contribuiu para a resolução. Minha experiência foi bastante negativa e eu não recomendaria este produto.;Negativo
O software está cheio de erros e o suporte técnico não contribuiu para resolver. A experiência foi muito negativa e eu não recomendaria este produto.;Negativo
O software está cheio de erros e o suporte técnico não resolve nada. A funcionalidade prometida é limitada e a experiência tem sido frustrante. Não vale o investimento.;Negativo
O software está cheio de falhas e o suporte técnico foi ineficaz. Não consegui resolver os erros e minha experiência foi extremamente negativa.;Negativo
O software está cheio de falhas e o suporte técnico não ajudou a solucionar os problemas. Minha experiência foi bastante negativa.;Negativo
O software está cheio de falhas e o suporte técnico não ajudou em nada. A experiência foi extremamente frustrante e eu não recomendaria este produto.;Negativo
O software está cheio de falhas e o suporte técnico não ajudou. A experiência foi bastante negativa e eu não recomendaria este produto.;Negativo
O software está cheio de falhas e o suporte técnico não faz nada para resolver. Minha experiência foi muito negativa e eu não recomendo este produto.;Negativo
O software está cheio de falhas e o suporte técnico não foi útil. A experiência foi bastante negativa e eu não recomendo este produto.;Negativo
O software está cheio de problemas e o suporte técnico não consegue resolver nada. Minha experiência foi extremamente negativa e eu não recomendo este produto.;Negativo
O software está cheio de problemas e o suporte técnico não consegue resolver. A experiência foi frustrante e eu não recomendaria este produto a ninguém.;Negativo
O software está cheio de problemas e o suporte técnico não conseguiu resolver nada. A experiência foi frustrante e eu não recomendaria este produto.;Negativo
O software está cheio de problemas e o suporte técnico não ofereceu ajuda. Não consegui resolver os erros e minha experiência foi muito insatisfatória.;Negativo
O software está cheio de problemas e o suporte técnico não resolve as questões. Minha experiência foi bastante negativa e eu não recomendaria este produto.;Negativo
O software está cheio de problemas e o suporte técnico não resolve nada. A minha experiência foi muito negativa e eu não recomendo este produto.;Negativo
O software está cheio de problemas e o suporte técnico não resolveu nada. A experiência foi muito ruim e eu não recomendaria este produto.;Negativo
O software está com erros contínuos e o suporte técnico não conseguiu corrigir o problema.;Negativo
O software está com erros persistentes e o suporte técnico não encontrou uma solução.;Negativo
O software está com problemas e o suporte técnico não conseguiu resolver nada. Estou extremamente insatisfeito com a compra e não recomendo.;Negativo
O software está constantemente instável e causa muitos problemas. Não recomendo.;Negativo
O software está repleto de falhas e o suporte técnico não oferece soluções. Minha experiência foi muito frustrante e eu não recomendaria este produto.;Negativo
O software está repleto de problemas e o suporte técnico não ajudou. Não consegui resolver os erros e minha experiência foi ruim.;Negativo
O software está repleto de problemas e o suporte técnico não conseguiu ajudar. A experiência foi frustrante e eu não recomendaria este produto.;Negativo
O software está repleto de problemas e o suporte técnico não conseguiu solucionar nada. A experiência foi bastante frustrante e eu não recomendaria este produto.;Negativo
O software está repleto de problemas e o suporte técnico não oferece solução. A experiência foi bastante frustrante e eu não recomendaria a ninguém.;Negativo
O software está repleto de problemas e o suporte técnico não ofereceu ajuda útil. A experiência foi bastante insatisfatória e eu não recomendaria.;Negativo
O software falhou em atender minhas expectativas e teve uma série de problemas.;Negativo
O software foi abaixo das minhas expectativas e teve muitos problemas.;Negativo
O software foi decepcionante, não atendeu minhas expectativas e teve muitos problemas.;Negativo
O software não atendeu às minhas expectativas e teve uma série de problemas.;Negativo
O software não atendeu minhas expectativas e apresentou vários problemas ao longo do uso.;Negativo
O software não atendeu minhas expectativas e teve muitos problemas.;Negativo
O software não atendeu o que eu esperava e teve muitos problemas.;Negativo
O software não atendeu o que eu esperava e teve muitos problemas. Não gostei.;Negativo
O software não conseguiu atender às minhas expectativas e apresentou muitos problemas.;Negativo
O software não correspondeu ao que eu esperava e apresentou diversos problemas.;Negativo
O software não correspondeu às minhas expectativas e apresentou diversos problemas.;Negativo
O software não cumpre o que promete e é cheio de falhas. O suporte técnico também não ajuda. A minha experiência foi frustrante e eu não recomendaria a ninguém.;Negativo
O software não cumpriu minhas expectativas e apresentou vários problemas.;Negativo
O software não é fácil de usar e apresenta muitos problemas.;Negativo
O software não é nada intuitivo e está cheio de bugs.;Negativo
O software não é prático e apresenta muitos problemas técnicos.;Negativo
O software não está funcionando adequadamente e o suporte técnico não resolveu os problemas. Estou muito desiludido com a compra e não recomendo.;Negativo
O software não está funcionando bem e o suporte técnico não ajudou a resolver os problemas. Estou bastante insatisfeito com a compra e não recomendo.;Negativo
O software não está funcionando como deveria e o suporte técnico não ajudou. Estou muito insatisfeito com a compra e não recomendo o produto.;Negativo
O software não está funcionando como deveria e o suporte técnico não está sendo útil. Há uma série de erros que precisam ser corrigidos, e estou decepcionado com a compra.;Negativo
O software não está funcionando como deveria e o suporte técnico não resolveu os problemas. Estou muito desapontado com a compra e não recomendo este produto.;Negativo
O software não está funcionando corretamente e o suporte técnico não foi eficaz. Estou muito desapontado com a compra e não recomendo o produto.;Negativo
O software não está operando corretamente e o suporte técnico não conseguiu resolver os problemas. Estou muito desapontado com a compra e não recomendo.;Negativo
O software não facilita o uso e constantemente apresenta problemas.;Negativo
O software não fez jus às minhas expectativas e teve muitos problemas. Não gostei.;Negativo
O software não foi como eu esperava e teve vários problemas.;Negativo
O software não funciona corretamente e o suporte técnico não resolve nada. Tive muitos problemas desde o início e estou muito insatisfeito com o produto.;Negativo
O software não opera como esperado e o suporte técnico falhou em solucionar os problemas. Estou muito desapontado com a compra e não sugiro este produto.;Negativo
O software não tem uma interface amigável e enfrenta vários problemas.;Negativo
O software possui diversas falhas e o suporte técnico não foi útil. A experiência foi bastante desagradável e eu não recomendaria este produto.;Negativo
O software possui diversos problemas e o suporte técnico não ajuda a resolver. Minha experiência foi extremamente insatisfatória e eu não recomendaria este produto.;Negativo
O software possui uma série de falhas e o suporte técnico não ajudou. A experiência foi frustrante e eu não recomendo este produto.;Negativo
O software tem alta instabilidade e muitos erros. Não sugiro o uso.;Negativo
O software tem falhas no funcionamento e o suporte técnico não resolveu os problemas. Estou muito desiludido com a compra e não recomendo este produto.;Negativo
O software tem muitos erros e o suporte técnico não conseguiu resolver nada. Minha experiência com o produto foi muito ruim.;Negativo
O software tem muitos problemas e o suporte técnico não conseguiu oferecer ajuda. A experiência foi bastante frustrante e eu não recomendaria este produto.;Negativo
O software tem muitos problemas e o suporte técnico não foi eficaz. Não consegui corrigir os erros e minha experiência foi negativa.;Negativo
O software tem muitos problemas e o suporte técnico não oferece ajuda efetiva. Minha experiência foi muito ruim e eu não recomendaria este produto.;Negativo
O software tem muitos problemas e o suporte técnico não resolve nada. A experiência foi muito frustrante e eu não recomendo este produto.;Negativo
O software tem problemas de instabilidade e é problemático. Não é recomendável.;Negativo
O software tem problemas sérios de instabilidade e muitos erros. Não recomendo seu uso.;Negativo
O software tem um desempenho instável e provoca muitos problemas. Não é uma boa escolha.;Negativo
O software tem uma série de problemas e o suporte técnico não ajuda a resolver. A experiência foi frustrante e eu não recomendaria este produto.;Negativo
O software tem uma série de problemas e o suporte técnico não conseguiu ajudar. A experiência foi frustrante e não recomendo este produto.;Negativo
O software tem várias falhas e o suporte técnico não foi eficiente. A experiência foi muito ruim e eu não recomendo este produto.;Negativo
O software tem vários problemas e o suporte técnico não foi útil. A experiência foi frustrante e eu não recomendo este produto.;Negativo
O suporte ao nobreak deixou a desejar e o problema ainda está presente.;Negativo
O suporte ao nobreak deixou a desejar e o problema continua sem solução.;Negativo
O suporte ao nobreak deixou a desejar e o problema não foi resolvido.;Negativo
O suporte ao nobreak foi deficiente e o problema não foi solucionado.;Negativo
O suporte ao nobreak foi inadequado e o problema continua a ocorrer.;Negativo
O suporte ao nobreak foi inadequado e o problema permaneceu sem solução.;Negativo
O suporte ao nobreak foi inadequado e o problema persistiu sem resolução.;Negativo
O suporte ao nobreak foi ineficaz e o problema persiste.;Negativo
O suporte ao nobreak foi insatisfatório e não conseguiu resolver a questão.;Negativo
O suporte ao nobreak foi insatisfatório e o problema ainda persiste.;Negativo
O suporte ao nobreak foi insatisfatório e o problema continua sem solução.;Negativo
O suporte ao nobreak foi insatisfatório e o problema não foi resolvido.;Negativo
O suporte ao nobreak foi insatisfatório e o problema persiste.;Negativo
O suporte ao nobreak foi ruim e não solucionou o problema.;Negativo
O suporte ao nobreak não foi eficaz e o problema ainda não foi resolvido.;Negativo
O suporte ao novo monitor foi ineficaz e não resolveu o problema com a qualidade da imagem.;Negativo
O suporte ao problema do CRM foi inadequado, com uma resposta lenta e comunicação deficiente.;Negativo
O suporte ao sistema de armazenamento de dados foi muito ruim e não resolveu os problemas de acesso.;Negativo
O suporte ao sistema de e-mail foi muito demorado e não resolveu os problemas.;Negativo
O suporte ao sistema de videoconferência foi muito ruim e não conseguiu resolver o problema de áudio.;Negativo
O suporte da equipe de TI não conseguiu resolver o problema crítico com o software de contabilidade. A resposta foi demorada e a solução oferecida não resolveu a questão de forma integral.;Negativo
O suporte de TI não conseguiu resolver o problema de rede, e a solução proposta foi demorada e insuficiente.;Negativo
O suporte demorou demais para responder.;Negativo
O suporte demorou muito para resolver o problema da impressora.;Negativo
O suporte demorou para responder minha solicitação.;Negativo
O suporte foi bem ruim. A assistência para o problema com a impressão foi lenta e a solução não resolveu tudo.;Negativo
O suporte foi bem ruim. A assistência para o problema com o sistema de backup foi demorada e a solução não resolveu tudo.;Negativo
O suporte foi bem ruim. A assistência para o problema com o sistema de backup foi lenta e a solução não resolveu tudo.;Negativo
O suporte foi bem ruim. A assistência para o problema da minha rede demorou e a solução não foi eficaz.;Negativo
O suporte foi bem ruim. A assistência para o problema da minha rede foi lenta e a solução não ajudou.;Negativo
O suporte foi bem ruim. A assistência para o problema da rede foi lenta e a solução oferecida não resolveu nada.;Negativo
O suporte foi bem ruim. A configuração da nova impressora demorou e teve vários problemas.;Negativo
O suporte foi bem ruim. A instalação do novo software demorou e a solução não foi adequada.;Negativo
O suporte foi bem ruim. A solução para o problema da minha rede foi lenta e não resolveu nada.;Negativo
O suporte foi bem ruim. A solução para o problema da minha rede não foi eficiente e eu continuei com dificuldades.;Negativo
O suporte foi bem ruim. A troca do computador demorou demais e a solução não ajudou em nada.;Negativo
O suporte foi inadequado e o produto falhou em funcionar corretamente, comprometendo a satisfação.;Negativo
O suporte foi lento e não ofereceu uma solução adequada.;Negativo
O suporte foi péssimo. A impressão ficou toda zoada e ninguém resolveu o problema direito.;Negativo
O suporte foi uma porcaria. A assistência para o problema da rede foi péssima e a comunicação foi ruim.;Negativo
O suporte foi uma porcaria. A assistência para o sistema de backup não ajudou e a comunicação foi péssima.;Negativo
O suporte fornecido para os problemas de impressão não atendeu às expectativas. O técnico teve dificuldades para solucionar a questão e a solução apresentada não resolveu o problema totalmente.;Negativo
O suporte não conseguiu identificar o problema na rede.;Negativo
O suporte não conseguiu resolver meu problema de impressão.;Negativo
O suporte não conseguiu resolver o problema com a impressora.;Negativo
O suporte não conseguiu resolver o problema do meu dispositivo de imediato.;Negativo
O suporte não foi capaz de resolver meu problema com a rede.;Negativo
O suporte não foi muito legal. A ajuda que eu recebi para o problema com a rede foi bem vagabunda.;Negativo
O suporte não ofereceu uma solução satisfatória.;Negativo
O suporte para a configuração do novo sistema de gestão foi insatisfatório. A equipe teve dificuldades técnicas e não conseguiu configurar o sistema conforme solicitado, o que levou a muitos problemas posteriores.;Negativo
O suporte para a criação de novas máquinas virtuais foi insatisfatório. O processo foi demorado e a equipe não conseguiu fornecer uma solução adequada para o problema.;Negativo
O suporte para a instalação de novos equipamentos de escritório foi insatisfatório. O técnico demorou para concluir o trabalho e o equipamento chegou com falhas.;Negativo
O suporte para a instalação de novos softwares foi insatisfatório. A equipe demorou a completar o processo e não comunicou o progresso, resultando em atraso no trabalho.;Negativo
O suporte para a rede local foi insatisfatório, demoraram muito e a comunicação não foi clara.;Negativo
O suporte para a rede local foi insatisfatório, demoraram para achar uma solução e a comunicação foi ruim.;Negativo
O suporte para a resolução de problemas de impressão foi insatisfatório. O técnico encontrou obstáculos para resolver a questão e a solução fornecida não resolveu o problema integralmente.;Negativo
O suporte para a solicitação de novos equipamentos foi demorado.;Negativo
O suporte para a troca de acesso a sistemas críticos foi insatisfatório. O processo foi lento e a comunicação foi pobre, causando problemas para os usuários afetados.;Negativo
O suporte para o nobreak foi deficiente e o problema continuou sem solução.;Negativo
O suporte para o nobreak não foi muito útil e o problema persiste.;Negativo
O suporte para o nobreak não foi muito útil.;Negativo
O suporte para o problema com o e-mail demorou bastante. A solução não foi completa e a comunicação deixou a desejar.;Negativo
O suporte para o problema de autenticação foi insatisfatório, com demora e comunicação deficiente.;Negativo
O suporte para o problema de autenticação não foi satisfatório, houve demora e comunicação ruim.;Negativo
O suporte para o problema do sistema de CRM foi extremamente insatisfatório, com uma resposta lenta e comunicação muito ruim.;Negativo
O suporte para o sistema de backup foi inadequado. O atendimento foi lento e a solução não solucionou o problema completamente.;Negativo
O suporte para o sistema de e-mail foi inadequado. A solução demorou a ser encontrada e a comunicação foi deficiente.;Negativo
O suporte para os problemas com a rede local deixou a desejar, foi lento e mal comunicado.;Negativo
O suporte para os problemas de impressão foi insatisfatório. O técnico enfrentou dificuldades para resolver a questão e a solução oferecida não resolveu o problema de forma completa.;Negativo
O suporte para problemas com o sistema de backup foi insatisfatório. A equipe não conseguiu resolver o problema de forma eficaz e houve uma perda de dados importante devido à demora na resolução.;Negativo
O suporte para problemas com o sistema de backup foi insatisfatório. A solução foi lenta e não resolveu o problema completamente.;Negativo
